merrickid,wellname,completiontype,producingstatus,producingmethod,apiwellnumber,routeid,groupid,divisionid,fieldgroupid,areaid,batteryid,stateid,countyid,ariesid,wellviewid,activeflag,mmsapiwellnumber
"2154","Pad 47 Well 1","2","18","34"," 0000000163","0","7","5","90","20","375","17","31","1e8c391abfde9abea82d75a2d60278d4","83d8c79f-8e95-490c-993c-9c6ecfac5420","1"," 0000000163"
"139","Pad 282 Well 2","2","9","1"," 0000000164","7","1","1","17","22","10","17","31","e00da03b685a0dd18fb6a08af0923de0","bb487d11-3a4a-4918-9e4d-2a8ceeda1ca8","1"," 0000000164"
"1530","Well 208","0","18","1"," 0000000885","0","5","3","89","0","0","42","343","cb8acb1dc9821bf74e6ca9068032d623","c6f2a533-da8f-4e1b-a8e5-9582c928b6fe","1"," 0000000885"
"247","Pad 160 Well 1","2","9","1"," 0000000078","3","1","1","10","22","287","17","31","3cec07e9ba5f5bb252d13f5f431e4bbb","c561e5eb-5791-41ff-9b7b-b0929c17095c","1"," 0000000078"
"311","Pad 68 Well 1","2","9","1"," 0000000281","10","1","1","3","4","290","17","81","9dfcd5e558dfa04aaf37f137a1d9d3e5","3b52c540-bc82-4533-9657-42d82a791238","1"," 0000000281"
"405","Pad 275 Well 3","2","9","34"," 0000000393","6","1","1","25","1","212","17","81","bbcbff5c1f1ded46c25d28119a85c6c2","cb7fdec5-e5e1-40fa-83ef-9f9384e41c67","1"," 0000000393"
"2268","Pad 372 Well 3","2","18","1"," 0000000951","0","3","2","55","14","468","42","477","2b8eba3cb0d0f1d761cb74d94a5ace36","ef24a503-8d6b-48da-90f8-85c571b9bd6c","1"," 0000000951"
"2092","Pad 28 Well 1","2","18","34"," 0000000130","0","7","5","90","20","404","17","31","801272ee79cfde7fa5960571fee36b9b","30b708dd-f7e9-4b41-90ea-83f0b510ef85","1"," 0000000130"
"714","Pad 215 Well 2","2","9","1"," 0000000619","3","1","1","1","24","81","17","85","d14220ee66aeec73c49038385428ec4c","7854aa0c-323c-4d2e-9e73-fcc465500b2c","1"," 0000000619"
"1358","Pad 380 Well 2","2","18","1"," 0000000937","20","3","2","53","14","163","42","477","83adc9225e4deb67d7ce42d58fe5157c","269f4284-b92b-49ca-9195-37085cd66dcc","1"," 0000000937"
"826","Pad 284 Well 1","2","9","34"," 0000000523","7","1","1","10","22","329","17","85","795c7a7a5ec6b460ec00c5841019b9e9","65f78b48-7fb6-4319-8fce-93c94580356f","1"," 0000000523"
"955","Pad 281 Well 2","2","9","1"," 0000000413","6","1","1","19","1","241","17","81","ef4e3b775c934dada217712d76f3d51f","0b7e38f8-f77a-4075-a2d1-1e0bccc65ad4","1"," 0000000413"
"617","Pad 305 Well 2","2","9","1"," 0000000285","8","1","1","19","1","54","17","81","5d44ee6f2c3f71b73125876103c8f6c4","b20c5987-647e-4166-bc33-94271fcf64a3","1"," 0000000285"
"1214","Pad 407 Well 1","2","18","2"," 0000000857","19","3","2","53","11","122","42","149","c8ba76c279269b1c6bc8a07e38e78fa4","00b595f3-6220-42ee-8791-5f08033d83f2","1"," 0000000857"
"842","Pad 142 Well 1","2","9","1"," 0000000595","12","1","1","18","24","330","17","85","fc3cf452d3da8402bebb765225ce8c0e","c86e0e45-7268-4629-a4fa-0064c337a7d0","1"," 0000000595"
"1341","Pad 373 Well 2","2","18","1"," 0000000928","20","3","2","53","14","153","42","477","33ebd5b07dc7e407752fe773eed20635","8f59afdd-c659-4262-9ef7-95ea7f26a11a","1"," 0000000928"
"246","Pad 162 Well 1","2","9","34"," 0000000525","3","1","1","10","8","286","17","85","38db3aed920cf82ab059bfccbd02be6a","9c6598ac-e793-4f12-996a-1fecdf72b3e3","1"," 0000000525"
"1094","Pad 345 Well 1","2","18","2"," 0000000930","20","3","2","53","14","101","42","477","41bfd20a38bb1b0bec75acf0845530a7","898f3ef7-547d-448b-9a07-ef372e74ef11","1"," 0000000930"
"667","Pad 204 Well 2","2","9","1"," 0000000179","5","1","1","2","18","60","17","31","b5dc4e5d9b495d0196f61d45b26ef33e","f8a6ee20-dc33-4dd7-8d5e-ae22e56271b3","1"," 0000000179"
"307","Pad 274 Well 3","2","9","34"," 0000000391","6","1","1","19","1","210","17","81","8e98d81f8217304975ccb23337bb5761","6a9dbc3c-6f8c-4a67-a317-ac2d6886a53f","1"," 0000000391"
"87","Pad 237 Well 1","2","9","34"," 0000000374","6","1","1","19","1","1","17","81","c7e1249ffc03eb9ded908c236bd1996d","3c969040-ef80-4a02-91c2-f1390c39525c","1"," 0000000374"
"1619","Pad 398 Well 1","2","18","1"," 0000000876","13","3","2","32","12","195","42","241","d1dc3a8270a6f9394f88847d7f0050cf","0906e733-76bb-4513-97dc-118a25fc506b","1"," 0000000876"
"576","Pad 209 Well 1","2","9","1"," 0000000004","8","1","1","22","9","47","17","15",,"6468cff2-feaa-44d3-b10c-7bf2b4ad1da4","1"," 0000000004"
"2000","Pad 236 Well 2","2","9","1"," 0000000493","9","1","1","28","1","202","17","81","08f90c1a417155361a5c4b8d297e0d78","38246a23-2922-4cae-b5de-9bc5ba2420ec","1"," 0000000493"
"2318","Pad 102 Well 1","2","18","1"," 0000000234","0","7","5","90","21","481","17","31","426f990b332ef8193a61cc90516c1245","3edc3dd5-5da7-496d-8ca3-bf74a1d5d4c4","1"," 0000000234"
"2065","Pad 56 Well 2","2","18","34"," 0000000044","0","7","5","18","22","360","17","31","0ae3f79a30234b6c45a6f7d298ba1310","223746aa-a668-4919-8d74-f46f26283852","1"," 0000000044"
"796","Pad 288 Well 3","2","9","34"," 0000000112","7","1","1","17","22","206","17","31","35cf8659cfcb13224cbd47863a34fc58","bf21323f-ccbc-4057-8444-820a976fd81a","1"," 0000000112"
"585","Pad 289 Well 1","2","9","34"," 0000000088","5","1","1","12","18","236","17","31","a9a1d5317a33ae8cef33961c34144f84","09084e60-6920-4201-81c5-d3ed1421ba67","1"," 0000000088"
"2080","Pad 53 Well 1","2","18","34"," 0000000080","0","7","5","90","22","410","17","31","54ff9e9e3a2ec0300d4ce11261f5169f","43a52925-01c7-4c32-91a1-ad92660b50fa","1"," 0000000080"
"281","Pad 146 Well 3","2","9","11"," 0000000104","2","1","1","6","18","33","17","31","e3796ae838835da0b6f6ea37bcf8bcb7","9633b37b-59f6-42da-9bad-4340631d08c3","1"," 0000000104"
"936","Pad 246 Well 1","2","9","1"," 0000000192","2","1","1","14","18","215","17","31","90794e3b050f815354e3e29e977a88ab","dfadcfe9-2df6-4ca0-af95-812dd2ec2cb6","1"," 0000000192"
"201","Pad 328 Well 1","2","9","1"," 0000000316","9","1","1","16","4","285","17","81","757b505cfd34c64c85ca5b5690ee5293","03e3f2e7-a492-4ce7-8a23-c13230e32e52","1"," 0000000316"
"600","Pad 223 Well 1","2","9","1"," 0000000416","9","1","1","28","1","217","17","81","d490d7b4576290fa60eb31b5fc917ad1","9b32245a-55b4-4bc4-8290-a1380c4e5001","1"," 0000000416"
"2005","Pad 346 Well 3","2","18","1"," 0000000942","0","3","2","53","14","203","42","477","d47268e9db2e9aa3827bba3afb7ff94a","bc9ae503-759f-4fde-8a77-c49f4691042e","1"," 0000000942"
"234","Pad 279 Well 1","2","9","34"," 0000000409","6","1","1","19","1","25","17","81","289dff07669d7a23de0ef88d2f7129e7","6f8b7190-1f79-4b98-b6ab-32b7b558c295","1"," 0000000409"
"270","Pad 146 Well 2","2","9","11"," 0000000100","2","1","1","6","18","33","17","31","39059724f73a9969845dfe4146c5660e","fd84abfa-ba8e-4049-af59-81cc10d9ae80","1"," 0000000100"
"442","Pad 330 Well 2","2","9","1"," 0000000386","9","1","1","16","4","43","17","81","c203d8a151612acf12457e4d67635a95","eb2a40d0-cf18-4a82-b3c7-e29bee789d60","1"," 0000000386"
"78","Pad 206 Well 1","2","9","1"," 0000000461","6","1","1","19","1","74","17","81","35f4a8d465e6e1edc05f3d8ab658c551","ca849df8-ec79-42ac-a27d-27f37344cdd7","1"," 0000000461"
"743","Pad 299 Well 2","2","9","1"," 0000000053","5","1","1","12","18","84","17","31","5c572eca050594c7bc3c36e7e8ab9550","9ec66e72-bf54-4618-9efa-2baa4213ad9e","1"," 0000000053"
"934","Pad 155 Well 1","2","9","34"," 0000000108","2","1","1","12","18","342","17","31","4daa3db355ef2b0e64b472968cb70f0d","e056b405-c3e2-49a7-b1ba-3ea9db324df1","1"," 0000000108"
"478","Pad 210 Well 2","2","9","1"," 0000000003","1","1","1","22","9","44","17","15","cfee398643cbc3dc5eefc89334cacdc1","774ab5c1-8b78-4077-bb75-328c2327c007","1"," 0000000003"
"236","Pad 279 Well 3","2","9","34"," 0000000411","6","1","1","19","1","25","17","81","01161aaa0b6d1345dd8fe4e481144d84","b29806c0-56ff-46ec-8a1a-f2d7d4b5abcf","1"," 0000000411"
"2121","Pad 62 Well 1","2","18","1"," 0000000527","0","7","5","90","22","406","17","85","02b1be0d48924c327124732726097157","e002d538-fd1f-4634-a467-13d80ab77e26","1"," 0000000527"
"210","Pad 185 Well 2","2","9","1"," 0000000450","8","1","1","19","1","20","17","81","6f3ef77ac0e3619e98159e9b6febf557","8909bb03-03a5-474a-a328-34aa0125312b","1"," 0000000450"
"82","Pad 211 Well 3","2","9","34"," 0000000350","6","1","1","19","1","76","17","81","9778d5d219c5080b9a6a17bef029331c","e622f614-43cd-4ae3-9207-4f004939e89b","1"," 0000000350"
"130","Pad 324 Well 1","2","9","34"," 0000000293","9","1","1","3","1","274","17","81","9b8619251a19057cff70779273e95aa6","d1822aec-8c14-46c0-941b-ed514429c865","1"," 0000000293"
"918","Pad 144 Well 1","2","9","34"," 0000000579","12","1","1","18","24","238","17","85","1e056d2b0ebd5c878c550da6ac5d3724","d28ffc14-867f-4a15-9aa4-0634d07b7414","1"," 0000000579"
"588","Pad 259 Well 4","2","9","34"," 0000000090","5","1","1","12","18","234","17","31","daca41214b39c5dc66674d09081940f0","db59ff16-a6ae-4a8c-b55a-d9515e1f4456","1"," 0000000090"
"185","Pad 272 Well 1","2","9","1"," 0000000432","11","1","1","19","1","16","17","81","eecca5b6365d9607ee5a9d336962c534","076ee884-2c81-47b1-bae2-348d8c09cc3d","1"," 0000000432"
"262","Pad 221 Well 2","2","9","1"," 0000000184","2","1","1","6","18","30","17","31","36660e59856b4de58a219bcf4e27eba3","b8dbf15c-77f1-4724-9f60-e987a369c54f","1"," 0000000184"
"1191","Well 60","1","18","1"," 0000000838","18","3","2","54","12","116","42","149","b20bb95ab626d93fd976af958fbc61ba","1fdabb9f-a74c-4d2f-aac3-cda0c85aeef6","1"," 0000000838"
"2256","Pad 89 Well 2","2","18","1"," 0000000225","0","7","5","90","46","465","17","31","f6c79f4af478638c39b206ec30ab166b",,"1"," 0000000225"
"762","Pad 154 Well 1","2","9","11"," 0000000033","2","1","1","6","18","323","17","31","06997f04a7db92466a2baa6ebc8b872d",,"1"," 0000000033"
"829","Pad 80 Well 2","2","18","34"," 0000000558","0","7","5","18","22","366","17","85","ce78d1da254c0843eb23951ae077ff5f","7a24308e-5372-469e-a301-0171f07664d6","1"," 0000000558"
"2130","Pad 69 Well 1","2","18","34"," 0000000554","0","7","5","18","21","402","17","731","f15d337c70078947cfe1b5d6f0ed3f13","90f9f56d-8f27-469c-bcae-f7e5b3ee4233","1"," 0000000554"
"165","Pad 121 Well 1","2","9","34"," 0000000057","11","1","1","19","6","281","17","31","9766527f2b5d3e95d4a733fcfb77bd7e","bb608620-9e1a-417b-9be9-d3a7f57fa567","1"," 0000000057"
"357","Pad 195 Well 1","2","9","1"," 0000000486","8","1","1","3","1","226","17","81","fb7b9ffa5462084c5f4e7e85a093e6d7","bdfb8d00-60b3-478c-bd38-209fd3b83374","1"," 0000000486"
"53","Pad 252 Well 2","2","9","1"," 0000000198","11","1","1","19","6","70","17","31","d82c8d1619ad8176d665453cfb2e55f0","d8786e15-865a-42cf-ba72-febde3212b42","1"," 0000000198"
"310","Pad 151 Well 2","2","9","1"," 0000000077","2","1","1","12","18","34","17","31","06eb61b839a0cefee4967c67ccb099dc","a508ac57-0348-48ef-b37e-4106763fe51e","1"," 0000000077"
"2258","Pad 6 Well 2","2","18","1"," 0000000223","0","7","5","90","46","466","17","31","2d3acd3e240c61820625fff66a19938f","4c435d0e-16d7-4a0b-8dff-8c6812c3e0b2","1"," 0000000223"
"134","Pad 134 Well 1","2","9","1"," 0000000585","12","1","1","18","24","216","17","85","02522a2b2726fb0a03bb19f2d8d9524d","e63459d8-f968-4621-abd1-28f5fad7a50f","1"," 0000000585"
"510","Pad 169 Well 1","2","9","34"," 0000000098","5","1","1","12","18","302","17","31","087408522c31eeb1f982bc0eaf81d35f","7a0ae6d7-36f5-4970-be5a-d20e8fa68272","1"," 0000000098"
"211","Pad 186 Well 1","2","9","1"," 0000000451","8","1","1","19","1","21","17","81","eb163727917cbba1eea208541a643e74","d6b442a9-c7b1-48f2-b765-0831e0c6afa4","1"," 0000000451"
"2160","Pad 81 Well 2","2","18","34"," 0000000560","0","7","5","18","22","430","17","85","1819932ff5cf474f4f19e7c7024640c2","30f111be-c799-400f-8c3d-8635ab074f02","1"," 0000000560"
"49","Pad 317 Well 1","2","9","34"," 0000000258","9","1","1","3","1","270","17","81","f457c545a9ded88f18ecee47145a72c0","e2c24968-b458-400d-bab5-eee28a9980eb","1"," 0000000258"
"953","Pad 280 Well 2","2","9","34"," 0000000280","6","1","1","19","1","240","17","81","9232fe81225bcaef853ae32870a2b0fe","84bdf849-5cc6-4434-b533-9dfc64163f28","1"," 0000000280"
"2044","Pad 258 Well 1","2","9","1"," 0000000009","0","1","1","8","9","204","17","15","d8330f857a17c53d217014ee776bfd50","8b9fc777-4d0f-474a-b59b-69ec50ae92c1","1"," 0000000009"
"479","Pad 243 Well 1","2","9","1"," 0000000479","9","1","1","28","1","45","17","81","d18f655c3fce66ca401d5f38b48c89af","0efc9086-cf66-480e-a898-e194c372f7fc","1"," 0000000479"
"395","Pad 205 Well 1","2","9","1"," 0000000187","2","1","1","6","18","297","17","31","1543843a4723ed2ab08e18053ae6dc5b","cf34807b-a548-4eab-a7e1-194c15855d54","1"," 0000000187"
"850","Pad 129 Well 2","2","9","1"," 0000000310","11","1","1","9","2","332","17","81","1efa39bcaec6f3900149160693694536","a446e47a-01d6-4831-8b0f-1dac70dbbd60","1"," 0000000310"
"1347","Well 126","1","18","1"," 0000000673","16","3","3","54","12","159","42","51","0e55666a4ad822e0e34299df3591d979","6583bfe5-7bf8-44b3-87a6-263b03c59620","1"," 0000000673"
"1473","Well 157","1","18","2"," 0000000721","23","6","4","47","16","174","42","123","ac796a52db3f16bbdb6557d3d89d1c5a","74abee62-d713-438f-ad4d-70ea226239b0","1"," 0000000721"
"497","Pad 255 Well 1","2","9","1"," 0000000542","4","1","1","10","22","301","17","85","7380ad8a673226ae47fce7bff88e9c33","09ec97c5-d4c7-4d27-9bd6-16a7f4e20cea","1"," 0000000542"
"584","Pad 278 Well 2","2","9","34"," 0000000086","5","1","1","12","18","235","17","31","f5deaeeae1538fb6c45901d524ee2f98","6c4ed860-7a66-44ef-8a05-4d5917b500c7","1"," 0000000086"
"768","Pad 233 Well 2","2","9","1"," 0000000403","8","1","1","28","1","214","17","81","3a835d3215755c435ef4fe9965a3f2a0","9d3fd947-afe8-455e-bf2a-475e356d8ab2","1"," 0000000403"
"1500","Well 193","1","18","2"," 0000000689","28","6","4","47","16","179","42","123","cfa5301358b9fcbe7aa45b1ceea088c6","df0cd68d-550b-4883-ba69-5a2c46a36ab6","1"," 0000000689"
"231","Pad 251 Well 1","2","9","1"," 0000000193","11","1","1","19","6","24","17","31","9b04d152845ec0a378394003c96da594","fc1c69d7-b7af-4908-903e-868a99c51483","1"," 0000000193"
"607","Pad 312 Well 3","2","9","1"," 0000000415","8","1","1","28","1","52","17","81","dc82d632c9fcecb0778afbc7924494a6","65236ad7-e058-4cef-b046-21b8b0a36740","1"," 0000000415"
"2193","Pad 256 Well 2","2","9","1"," 0000000495","0","1","1","28","1","451","17","81","ca0daec69b5adc880fb464895726dbdf","8b85e9a8-3245-4ae9-800f-0fd3a4d1f6c5","1"," 0000000495"
"1503","Well 196","1","18","2"," 0000000697","28","6","4","47","16","179","42","123","0c8ce55163055c4da50a81e0a273468c","a787e47c-2c2d-48ab-8c6c-2daaed9e2e4e","1"," 0000000697"
"2317","Pad 351 Well 5","1","18","1"," 0000000960","0","3","2","55","14","137","42","477","68d309812548887400e375eaa036d2f1","fdd86be5-dd10-4ba0-b970-5ebf83be834a","1"," 0000000960"
"344","Pad 97 Well 1","2","18","1"," 0000000582","12","7","5","18","24","294","17","85","b3967a0e938dc2a6340e258630febd5a","596b510c-6af1-4a77-919c-728de631c93c","1"," 0000000582"
"2310","Pad 359 Well 2","2","18","1"," 0000000889","0","3","2","0","49","478","42","457","49c0b9d84c2a16fcaf9d25694fda75e1","93404a15-0dce-4a14-8cbc-05e2dcef0e1b","1"," 0000000889"
"708","Pad 249 Well 2","2","9","1",,"3","1","1","1","8","79","17","85","ae0eb3eed39d2bcef4622b2499a05fe6","3499481e-f862-4e6f-9fff-f0670a3b09c8","1",
"32","Pad 190 Well 3","2","9","1"," 0000000437","8","1","1","19","1","77","17","81","6364d3f0f495b6ab9dcf8d3b5c6e0b01","d9d6926c-bf83-43e7-9a49-47aacf8ea551","1"," 0000000437"
"2127","Pad 54 Well 1","2","18","34"," 0000000546","0","7","5","18","22","403","17","85","5227b6aaf294f5f027273aebf16015f2","5c54dd91-11af-4db1-badd-ade5e9cb59d7","1"," 0000000546"
"949","Pad 217 Well 2","2","9","1"," 0000000483","9","1","1","5","2","93","17","81","3cef96dcc9b8035d23f69e30bb19218a","730f8c02-47f2-4a1f-ad0c-132f03261faa","1"," 0000000483"
"313","Pad 231 Well 1","2","9","1"," 0000000404","8","1","1","28","1","256","17","81","158f3069a435b314a80bdcb024f8e422","04fd7877-0a40-4979-b451-8ac1131d54ac","1"," 0000000404"
"672","Pad 234 Well 1","2","9","1"," 0000000266","8","1","1","28","1","261","17","81","2dea61eed4bceec564a00115c4d21334","b5c57cb3-4ff8-4a4a-927e-ec180ef07834","1"," 0000000266"
"619","Pad 192 Well 1","2","9","1",,"8","1","1","19","1","55","17","81","cdc0d6e63aa8e41c89689f54970bb35f","22709270-71d7-4ee2-9609-b49730425b88","1",
"2148","Pad 59 Well 1","2","18","34"," 0000000535","0","7","5","90","21","354","17","31","e21e4e58ad9ab56e8a4634046da90113","09872d29-3551-4088-8e5b-6d10158c223d","1"," 0000000535"
"306","Pad 274 Well 2","2","9","34"," 0000000385","6","1","1","25","1","210","17","81","b2eb7349035754953b57a32e2841bda5","ac9607f2-c028-4872-8656-b69d3542fec7","1"," 0000000385"
"396","Pad 216 Well 1","2","9","1",,"2","1","1","6","18","228","17","31","f8c1f23d6a8d8d7904fc0ea8e066b3bb","b9fa2c8a-6f73-441f-bc1b-a68c3278663d","1",
"1632","Well 245","1","18","1"," 0000000818","22","3","3","54","12","197","42","149","0771fc6f0f4b1d7d1bb73bbbe14e0e31","f96940f2-3837-4884-a2c8-0798cb08ad17","1"," 0000000818"
"603","Pad 312 Well 1","2","9","1"," 0000000425","8","1","1","28","1","52","17","81","d86ea612dec96096c5e0fcc8dd42ab6d","2e6cef9e-b19c-4144-9608-03c69251db96","1"," 0000000425"
"41","Pad 321 Well 2","2","9","1"," 0000000420","9","1","1","3","1","67","17","81","3416a75f4cea9109507cacd8e2f2aefc","a3d8f2d3-2091-48e0-a357-9462b28af7dc","1"," 0000000420"
"109","Pad 208 Well 2","2","9","1"," 0000000610","7","1","1","10","24","8","17","85","2723d092b63885e0d7c260cc007e8b9d","3f9ca2b5-b39c-4f4a-872e-a6f59c105718","1"," 0000000610"
"197","Pad 297 Well 2","2","9","1"," 0000000414","8","1","1","28","1","18","17","81","85d8ce590ad8981ca2c8286f79f59954",,"1"," 0000000414"
"877","Pad 235 Well 1","2","9","1"," 0000000313","8","1","1","28","1","262","17","81","352407221afb776e3143e8a1a0577885","f9479c5e-919f-4800-9ad3-8dd6a728e059","1"," 0000000313"
"577","Pad 247 Well 1","2","9","1"," 0000000005","8","1","1","22","9","233","17","15","fde9264cf376fffe2ee4ddf4a988880d","7c8a2c21-b87b-442f-8e17-01a19f7b04e5","1"," 0000000005"
"140","Pad 159 Well 1","2","9","34"," 0000000532","3","1","1","10","24","276","17","85","1385974ed5904a438616ff7bdb3f7439","77265aef-84eb-4f1d-946d-fe78ba087fe5","1"," 0000000532"
"202","Pad 273 Well 1","2","9","1"," 0000000431","11","1","1","19","1","19","17","81","854d6fae5ee42911677c739ee1734486","909638a3-81a8-4a35-96c5-65f6120e5204","1"," 0000000431"
"477","Pad 210 Well 1","2","9","1"," 0000000008","1","1","1","22","9","44","17","15","74071a673307ca7459bcf75fbd024e09","638db781-6b9c-4deb-99bd-c3be8ed24517","1"," 0000000008"
"1475","Well 159","1","18","2"," 0000000723","23","6","4","47","16","174","42","123","571d3a9420bfd9219f65b643d0003bf4","87f5e3b9-fa33-4e44-84ae-4d86231c4985","1"," 0000000723"
"359","Pad 194 Well 1","2","9","1"," 0000000453","8","1","1","3","1","226","17","81","c058f544c737782deacefa532d9add4c","ad057ccf-c5ef-4cef-94d4-23f4261c4746","1"," 0000000453"
"549","Pad 303 Well 1","2","9","1"," 0000000304","8","1","1","28","1","304","17","81","ccb1d45fb76f7c5a0bf619f979c6cf36","28e86166-9658-4e7e-90a5-d0de4c3a2af0","1"," 0000000304"
"336","Pad 90 Well 1","2","9","11"," 0000000334","10","1","1","5","4","250","17","81","6855456e2fe46a9d49d3d3af4f57443d","88165be9-2df5-493f-8709-969afe91922c","1"," 0000000334"
"670","Pad 228 Well 1","2","9","1"," 0000000255","8","1","1","28","1","260","17","81","17c276c8e723eb46aef576537e9d56d0","06faf26b-8d9f-4198-9325-aadfbed1eadf","1"," 0000000255"
"1485","Well 184","1","18","1"," 0000000686","25","6","4","47","16","176","42","123","7fb8ceb3bd59c7956b1df66729296a4c","a5eda95b-6ea4-4a4d-be7d-33dd1a795d01","1"," 0000000686"
"2060","Pad 40 Well 2","2","18","34"," 0000000035","0","7","5","90","21","362","17","31","f8c0c968632845cd133308b1a494967f","0eacc3c8-47af-47e9-ae5a-41e70c69c52c","1"," 0000000035"
"959","Pad 281 Well 5","2","9","1"," 0000000343","6","1","1","19","1","241","17","81","0f840be9b8db4d3fbd5ba2ce59211f55","5e621a17-b8b9-49cb-961d-5b0feae25bcd","1"," 0000000343"
"1325","Pad 373 Well 1","2","18","1"," 0000000926","20","3","2","53","14","153","42","477","3546ab441e56fa333f8b44b610d95691","3935bd41-8fd8-43b4-847f-4d1f44652f60","1"," 0000000926"
"1499","Well 183","1","18","1"," 0000000716","27","6","4","47","16","178","42","123","6490791e7abf6b29a381288cc23a8223","be4818c8-467c-4863-a4a2-7c099e1de27d","1"," 0000000716"
"1372","Well 135","1","18","1"," 0000000831","18","3","2","52","12","166","42","149","f3bd5ad57c8389a8a1a541a76be463bf","b6d460d6-3a70-4778-befb-775a49f7684a","1"," 0000000831"
"108","Pad 208 Well 1","2","9","34"," 0000000550","7","1","1","10","22","8","17","85","a3c65c2974270fd093ee8a9bf8ae7d0b","f1a43940-b5cd-4fbe-baeb-59825a8c932d","1"," 0000000550"
"1251","Well 84","1","18","1"," 0000000758","22","3","3","54","12","134","42","149","838e8afb1ca34354ac209f53d90c3a43",,"1"," 0000000758"
"940","Pad 224 Well 2","2","9","1"," 0000000472","9","1","1","3","1","92","17","81","8d6dc35e506fc23349dd10ee68dabb64","aa994c02-de7d-43d6-9629-b711053fa80b","1"," 0000000472"
"102","Pad 207 Well 1","2","9","1"," 0000000181","3","1","1","10","24","6","17","31","ec8956637a99787bd197eacd77acce5e","582b4bf0-3117-44db-bd0f-f34f10e950b5","1"," 0000000181"
"1527","Well 206","2","9","1"," 0000000808","0","3","3","55","12","0","42","149","5cce8dede893813f879b873962fb669f","c91f0482-145a-42b1-85f5-0a359ad93a34","2"," 0000000808"
"1498","Well 182","1","18","1"," 0000000714","27","6","4","47","16","178","42","123","ced556cd9f9c0c8315cfbe0744a3baf0","eec436c9-a16d-4675-84f3-dc7d7129f523","1"," 0000000714"
"1467","Well 166","1","18","2"," 0000000694","23","6","4","47","16","174","42","123","0245952ecff55018e2a459517fdb40e3",,"1"," 0000000694"
"2075","Pad 41 Well 2","2","18","1"," 0000000064","0","7","5","90","21","358","17","31","cbef46321026d8404bc3216d4774c8a9","32b5f13e-02ba-4636-a17e-577999ea9435","1"," 0000000064"
"394","Pad 198 Well 4","2","9","1"," 0000000152","5","1","1","12","19","40","17","31","28f0b864598a1291557bed248a998d4e",,"1"," 0000000152"
"736","Pad 215 Well 3","2","9","1"," 0000000568","3","1","1","1","22","81","17","85","6bc24fc1ab650b25b4114e93a98f1eba","d4ad78c1-f90c-4c06-b62b-4cace642d192","1"," 0000000568"
"2098","Pad 4 Well 1","2","18","1"," 0000000138","0","7","5","92","20","393","17","31","a1d7311f2a312426d710e1c617fcbc8c","d9554cf6-c553-45e6-a29b-be42e8cc7436","1"," 0000000138"
"853","Pad 111 Well 1","2","9","1",,"10","1","1","16","4","88","17","81","aff1621254f7c1be92f64550478c56e6","c0ff749e-d13d-4e01-9419-0108c3bfee8f","1",
"1224","Well 71","2","18","1"," 0000000814","22","3","3","55","12","128","42","149","68d13cf26c4b4f4f932e3eff990093ba","ead76428-25ac-4867-9057-8498c9af0eb3","1"," 0000000814"
"264","Pad 220 Well 2","2","9","1"," 0000000186","2","1","1","6","18","223","17","31","d6baf65e0b240ce177cf70da146c8dc8","d73dd46a-d335-4dea-b692-030ffa570ce5","1"," 0000000186"
"744","Pad 153 Well 1","2","9","1"," 0000000039","2","1","1","6","18","321","17","31","0537fb40a68c18da59a35c2bfe1ca554","07752140-8f84-465b-9a06-c436369238b2","1"," 0000000039"
"1444","Well 151","2","18","1"," 0000000766","21","3","3","55","12","172","42","149","afe434653a898da20044041262b3ac74","54b22d78-3edf-4262-8621-292ff964573e","1"," 0000000766"
"138","Pad 282 Well 1","2","9","1"," 0000000109","7","1","1","17","22","10","17","31","013d407166ec4fa56eb1e1f8cbe183b9","fbf29f23-8556-4fcf-9679-af19de067e26","1"," 0000000109"
"2254","Pad 5 Well 2","2","18","1"," 0000000220","0","7","5","26","20","464","17","31","38651c4450f87348fcbe1f992746a954","f450ea21-2e73-4a84-a0e8-988282967d28","1"," 0000000220"
"2128","Pad 61 Well 1","2","18","34"," 0000000547","0","7","5","90","21","386","17","85","bd5af7cd922fd2603be4ee3dc43b0b77","c8d4842c-7015-453a-8aec-843db0397475","1"," 0000000547"
"615","Pad 304 Well 1","2","9","34"," 0000000300","8","1","1","28","1","307","17","81","58d4d1e7b1e97b258c9ed0b37e02d087","48a41217-3294-4ac7-9d08-8977068dbeb8","1"," 0000000300"
"91","Pad 244 Well 2","2","9","34"," 0000000378","6","1","1","19","1","2","17","81","54229abfcfa5649e7003b83dd4755294","046babbb-4a1a-431c-8ce1-94da2040fc79","1"," 0000000378"
"1675","Pad 406 Well 1","2","18","1"," 0000000917","20","3","2","53","14","200","42","477","64f1f27bf1b4ec22924fd0acb550c235","dcd290f1-609a-4a6c-b19d-0a45821fe880","1"," 0000000917"
"190","Pad 183 Well 2","2","9","1"," 0000000447","11","1","1","19","1","17","17","81","cfecdb276f634854f3ef915e2e980c31","614fa2ef-7ccc-456d-b5c2-5c46ad70b60f","1"," 0000000447"
"673","Pad 236 Well 1","2","9","1"," 0000000417","8","1","1","28","1","202","17","81","9f396fe44e7c05c16873b05ec425cbad","a7b3adaf-37da-4df1-9f8e-4a12e20ad5b6","1"," 0000000417"
